EVENT_ID,MUID,PUID1,CUID1,PUID2,CUID2,NOMATCH,GDCP_EVENT_TIME,TRACKING_TIME,X_EVENT,Y_EVENT,X_TRACKING,Y_TRACKING,SUBTYPE,FRAME_NUMBER,GDCP_EVENT_ID,NORECEIVER,XRec,YRec,RECFRM,EVALUATION,Goingright,PRESSURE,PRESSER,PRESSURE_RECEIVER,PRESSER_REC,Bypassed_Players,Bypassed_Defenders,xG,PENALTY,AssistTyp,DISTANCE,ANGLE,FREEKICK,FOOT,SPEED,PRESSURE_ON_SHOT,DEFENDERS,DISTANCE_GOALKEEPER,GK_INGOAL,Rotation,xPass,PossSpeed,PossAng,Dis_nearest_opp_rec,Dist_of_pass,Nearest_Defender_to_passing_lane,Angle_of_pass,OneTouch,Time_of_Possesion,BlockProb,Opp_Players_in_path,MIN_AVG_SPEED,MIN_VAR_SPEED,MIN_AVG_OWN_EVENT_SPEED,MIN_AVG_GOAL_DIST,MIN_VAR_GOAL_DIST,MIN_START_GOAL_DIST,MIN_BYPASSED_PLAYERS,MIN_BYPASSED_DEFENDERS,MIN_OWN_NONRECEIVED,MIN_ENEMY_NONRECEIVED,MIN_OWN_PRESSURE,MIN_ENEMY_PRESSURE,HFMIN_AVG_SPEED,HFMIN_VAR_SPEED,HFMIN_AVG_OWN_EVENT_SPEED,HFMIN_AVG_GOAL_DIST,HFMIN_VAR_GOAL_DIST,HFMIN_START_GOAL_DIST,HFMIN_BYPASSED_PLAYERS,HFMIN_BYPASSED_DEFENDERS,HFMIN_OWN_NONRECEIVED,HFMIN_ENEMY_NONRECEIVED,HFMIN_OWN_PRESSURE,HFMIN_ENEMY_PRESSURE,SEC_AVG_SPEED,SEC_VAR_SPEED,SEC_AVG_OWN_EVENT_SPEED,SEC_AVG_GOAL_DIST,SEC_VAR_GOAL_DIST,SEC_START_GOAL_DIST,SEC_BYPASSED_PLAYERS,SEC_BYPASSED_DEFENDERS,SEC_OWN_NONRECEIVED,SEC_ENEMY_NONRECEIVED,SEC_OWN_PRESSURE,SEC_ENEMY_PRESSURE,X_NEW,Y_NEW,GOALLINE_DISTANCE,GOAL_DISTANCE,Y_SIDE,X_DELTA,Y_CHANGE,GOAL_DIST_DELTA,Y_DELTA,XY_DELTA,TIME_DELTA,EVENT_SPEED,ReceiveInt
1.82065E+13,101,799,18,805,18,0,43:43.2,43:43.1,-39.2,16,37.2,16.3,Pass,113504,1.82065E+13,FALSE,-27.35,-21.09,113559,successfullyComplete,TRUE,0,,0,,0,0,,,,,,,,,,,,,,0.991,1.09,32.14,25.95,35.21,3.23,99.51,0,1.52,0,1,5.665,265.009,31.775,26.613,69.324,32.5,0,0,0,1,0,0.263,31.775,0.022,31.775,26.613,69.324,32.5,0,0,0,0,0,0,31.775,0.022,31.775,26.613,69.324,32.5,0,0,0,0,0,0,87.2,16.3,12.8,20.725,1,6.6,0,5.791,10.9,12.742,31.67,0.402,0
1.82065E+13,101,805,18,240,6,0,43:49.0,43:49.7,-13.9,-23.1,14.1,-24.8,Pass,113670,1.82065E+13,TRUE,,,,unsuccessful,TRUE,0.084,271,0,,0,0,,,,,,,,,,,,,,0.686,0.31,21.43,6.95,30.22,3.18,170.55,0,4.52,0,3,6.151,293.393,23.397,32.286,131.229,32.5,0,0,1,1,0.028,0.298,23.397,210.6,23.397,32.286,131.229,32.5,0,0,1,0,0.028,0,23.397,210.6,23.397,32.286,131.229,32.5,0,0,1,0,0.028,0,64.1,24.8,35.9,43.633,0,23.1,1,22.908,41.1,47.147,6.64,7.1,1
1.82065E+13,101,240,6,257,6,0,44:03.0,44:00.4,42.4,-9.2,41.4,-10.9,Pass,113935,1.82065E+13,FALSE,23.43,21.83,114014,successfullyComplete,FALSE,0,,0,,0,0,,,,,,,,,,,,,,0.998,1.24,46.43,22.36,25,11.79,106.74,1,0,0,0,7.209,329.691,-0.885,55.433,583.685,46.737,7,2,1,1,0.253,0.028,20.2,181.275,10.61,13.884,0,13.884,0,0,0,1,0,0.028,10.61,0,10.61,13.884,0,13.884,0,0,0,0,0,0,91.4,10.9,8.6,13.884,0,55.5,0,-42.483,13.9,57.214,10.61,5.392,0
1.82065E+13,101,257,6,247,6,0,44:07.7,44:08.3,3.5,26,5.6,25.3,Pass,114134,1.82065E+13,FALSE,11.92,15.16,114179,successfullyComplete,FALSE,0.591,802,0.224,813,0,0,,,,,,,,,,,,,,0.993,1.24,39.29,9.4,7.39,6.64,51.32,0,5.76,0,1,8.79,428.349,-2.165,54.291,918.113,67.112,0,0,1,1,0.189,0.028,17.752,165.92,9.285,32.493,692.597,13.884,0,0,0,1,0.296,0.028,9.285,3.511,9.285,32.493,692.597,13.884,0,0,0,0,0.296,0,55.6,25.3,44.4,51.102,1,35.8,1,37.218,36.2,50.912,7.96,6.396,0
1.82065E+13,101,247,6,244,6,0,44:10.5,44:11.1,11.9,14.9,11.8,10.9,Pass,114205,1.82065E+13,FALSE,16.64,2.61,114259,successfullyComplete,FALSE,0.567,813,0.016,810,0,0,,,,,,,,,,,,,,0.997,1.24,50,11.59,9.93,6.84,49.66,0,2.08,0,1,8.879,427.044,-2.01,47.444,871.546,85.066,0,0,0,1,0.29,0.028,11.942,129.491,7.133,34.904,363.729,13.884,0,0,0,1,0.386,0.042,5.395,13.158,5.395,45.414,64.726,51.102,0,0,0,0,0.579,0,61.8,10.9,38.2,39.725,1,6.2,0,-11.378,14.4,15.678,2.83,5.54,0
1.82065E+13,101,244,6,257,6,0,44:14.2,44:14.7,15.1,13.5,14.9,5,Pass,114293,1.82065E+13,FALSE,9.37,25.34,114346,successfullyComplete,FALSE,0.427,810,0.325,802,0,0,,,,,,,,,,,,,,0.997,1.24,39.29,12.06,19.79,3.46,99.6,0,2.76,0,2,13.587,161.245,6.23,35.041,242.562,13.884,0,0,0,1,0.396,0.028,6.312,10.304,6.23,35.041,242.562,13.884,0,0,0,1,0.396,0.084,4.77,7.751,4.77,42.094,65.425,51.102,0,0,0,0,0.528,0,64.9,5,35.1,35.454,1,3.1,0,-4.27,5.9,6.665,3.52,1.893,0
1.82065E+13,101,257,6,816,18,0,44:17.3,44:17.0,9.6,27.6,9.6,25.3,Pass,114351,1.82065E+13,TRUE,,,,unsuccessful,FALSE,0.465,802,0,,0,0,,,,,,,,,,,,,,0.979,1.4,35.71,4.76,12.81,1.26,167.97,0,1,0,1,12.18,154.051,5.45,37.567,213.809,13.884,0,0,1,1,0.41,0.028,5.648,10.886,5.45,37.567,213.809,13.884,0,0,1,1,0.41,0.084,4.16,6.656,4.16,43.487,51.385,51.102,0,0,1,0,0.512,0,59.6,25.3,40.4,47.668,1,5.3,0,12.214,20.3,20.98,2.33,9.004,1
1.82065E+13,101,816,18,812,18,0,44:19.2,44:19.4,-13.5,25.7,14.5,26,Pass,114412,1.82065E+13,FALSE,-11.14,30.99,114424,successfullyComplete,TRUE,0.544,268,0.57,266,1,0,,,,,,,,,,,,,,0.954,1.09,35.71,3.13,6.62,1.51,134.27,1,0.24,0,1,11.098,145.335,18.158,35.215,121.806,32.5,1,0,1,1,0.157,0.41,5.19,10.542,4.54,43.818,0.068,43.633,1,0,1,1,0.314,0.41,2.78,0.289,2.44,44.003,0,44.003,1,0,0,1,0.544,0.486,64.5,26,35.5,44.003,1,24.1,0,-8.329,0.7,24.11,2.44,9.881,0
1.82065E+13,101,812,18,813,18,0,44:20.3,44:20.0,-9.1,32.2,11,31.6,Pass,114425,1.82065E+13,FALSE,-8.31,25.35,114445,successfullyComplete,TRUE,0.583,266,0.175,247,2,0,,,,,,,,,,,,,,0.982,1.09,39.29,5.6,7.03,1.68,107.38,1,0.24,0,2,10.04,140.376,14.63,38.211,136.235,32.5,3,0,1,1,0.242,0.41,4.316,12.935,1.48,47.099,19.173,44.003,3,0,0,1,0.564,0.41,2.328,1.239,1.48,47.099,19.173,44.003,3,0,0,1,0.564,0.486,61,31.6,39,50.195,1,3.5,0,6.192,5.6,6.604,0.52,12.7,0
1.82065E+13,101,813,18,811,18,0,44:21.6,44:21.3,-6.9,23.1,7.9,24.9,Pass,114458,1.82065E+13,FALSE,-7.99,17.23,114477,successfullyComplete,TRUE,0.537,247,0.017,247,0,0,,,,,,,,,,,,,,0.994,1.24,42.86,7.05,7.82,2.39,86.7,0,0.84,0,1,9.246,133.267,12.41,39.995,128.073,32.5,3,0,1,1,0.291,0.41,3.94,12.216,1.423,47.703,10.682,44.003,3,0,0,1,0.555,0.41,2.024,1.319,1.423,47.703,10.682,44.003,3,0,0,1,0.555,0.446,57.9,24.9,42.1,48.912,1,3.1,0,-1.283,6.7,7.382,1.31,5.635,0
1.82065E+13,101,811,18,,,0,44:22.1,44:23.0,-7,16.5,7.3,13.9,OtherBallAction,114502,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.622,125.822,10.889,40.696,110.173,32.5,3,0,1,1,0.25,0.41,3.698,11.217,1.507,47.004,9.079,44.003,3,0,0,1,0.416,0.41,1.98,1.067,1.507,47.004,9.079,44.003,3,0,0,1,0.416,0.446,57.3,13.9,42.7,44.905,1,0.6,0,-4.007,11,11.016,1.76,6.259,0
1.82065E+13,101,271,6,257,6,0,44:24.5,44:22.9,-8.4,12.8,-7.5,12.9,Pass,114499,1.82065E+13,FALSE,2.03,2.45,114596,successfullyComplete,FALSE,0.438,811,0.148,814,0,0,,,,,,,,,,,,,,0.318,0,0,1.06,15.78,0.1,29.91,1,0.04,0,3,7.951,121.203,4.523,41.127,247.107,13.884,0,0,1,1,0.415,0.25,3.317,11.421,4.523,41.127,247.107,13.884,0,0,1,0,0.415,0.416,1.681,1.513,1.913,47.351,137.844,35.454,0,0,1,0,0.443,0.416,42.5,12.9,57.5,58.929,1,0.2,0,3.835,1,1.02,-0.11,-9.271,0
1.82065E+13,101,250,6,,,0,43:08.9,43:11.4,,,-30.6,27.2,Offside,112712,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1.473,333.541,-1.996,53.513,282.665,39.129,9,2,2,1,0.314,0.25,1.333,378.573,-2.848,53.203,311.397,53.025,7,2,2,1,0.304,0.25,0.84,461.192,-5.022,54.212,410.527,46.737,7,2,2,1,0.334,0.25,19.4,27.2,80.6,85.066,1,23.1,0,26.137,14.3,27.168,-71.48,-0.38,0
1.82065E+13,101,271,6,811,18,0,44:24.0,44:22.9,-9.2,11.8,-7.5,12.9,Ground,114499,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,12.489,400.163,14.089,43.67,251.196,13.884,0,0,1,1,0.355,0.25,9.514,432.66,14.089,43.67,251.196,13.884,0,0,1,0,0.355,0.416,10.406,610.277,19.305,50.245,125.412,35.454,0,0,1,0,0.332,0.416,42.5,12.9,57.5,58.929,1,23.1,0,-26.137,14.3,27.168,71.48,0.38,0
1.82065E+13,101,257,6,270,6,0,44:26.9,44:27.4,0.6,3.2,0.1,1.3,Pass,114610,1.82065E+13,FALSE,4.27,-11.4,114646,successfullyComplete,FALSE,0.252,811,0.121,814,0,0,,,,,,,,,,,,,,0.989,1.09,50,8.24,10.71,2.85,57.54,0,3.04,0,2,11.952,375.898,12.882,44.451,220.188,13.884,0,0,1,1,0.342,0.25,9.091,395.472,12.882,44.451,220.188,13.884,0,0,1,0,0.342,0.416,11.691,697.221,25.27,55.925,27.074,58.929,0,0,0,0,0.23,0.416,50.1,1.3,49.9,49.917,1,7.6,0,-9.012,11.6,13.868,4.44,3.123,0
1.82065E+13,101,270,6,249,6,0,44:30.5,44:29.7,6.1,-12.9,4.2,-13.8,Pass,114669,1.82065E+13,FALSE,-2.65,-24.89,114738,successfullyComplete,FALSE,0.596,814,0.324,814,0,0,,,,,,,,,,,,,,0.996,1.24,42.86,10.19,15.52,2.23,122.45,0,1.32,0,2,11.353,356.589,11.713,44.827,193.936,13.884,0,0,1,1,0.371,0.25,8.573,366.001,11.713,44.827,193.936,13.884,0,0,1,0,0.371,0.416,11.68,697.469,19.542,53.902,34.417,58.929,0,0,0,0,0.322,0.373,54.2,13.8,45.8,47.834,0,4.1,1,-2.083,15.1,15.647,2.36,6.63,0
1.82065E+13,101,249,6,271,6,0,44:33.3,44:33.2,-3.8,-27.3,-3.6,-25.5,Pass,114756,1.82065E+13,FALSE,-46.75,-22.72,114859,successfullyComplete,FALSE,0.774,814,0.884,805,5,1,,,,,,,,,,,,,,0.69,0.16,39.29,2.32,14.25,0.95,137.7,0,2.44,0,3,10.889,337.948,10.89,46.28,193.499,13.884,5,1,1,1,0.411,0.25,8.025,367.491,10.921,49.879,71.924,51.102,5,1,1,0,0.457,0.416,3.427,1.084,3.427,52.369,37.703,49.917,5,1,0,0,0.541,0,46.4,25.5,53.6,59.357,0,7.8,0,11.523,11.7,14.062,3.48,4.041,0
1.82065E+13,101,271,6,,,0,44:36.7,44:38.7,-47.2,-25.2,-50,-22,OtherBallAction,114895,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10.593,319.652,10.405,51.381,460.376,13.884,5,1,1,1,0.374,0.25,7.839,367.964,10.653,55.578,379.889,39.725,5,1,1,0,0.391,0.416,3.797,2.619,3.797,69.861,826.882,47.834,5,1,0,0,0.457,0,0,22,100,102.391,0,46.4,0,43.035,3.5,46.532,5.55,8.384,0
1.82065E+13,101,805,18,811,18,0,44:41.2,44:40.1,-47.5,-25.4,47.3,-26.5,Pass,114929,1.82065E+13,FALSE,-36.75,-20.75,114956,successfullyComplete,TRUE,0.829,271,0.274,243,3,0,,,,,,,,,,,,,,0.965,1.4,35.71,7.66,15.7,0.15,141.62,1,0,0,2,10.107,306.38,9.698,38.939,119.141,32.5,6,0,1,1,0.322,0.374,7.376,342.658,1.478,42.931,89.77,44.003,6,0,0,1,0.499,0.391,3.463,4.389,1.36,26.637,0,26.637,3,0,0,0,0.829,0.387,97.3,26.5,2.7,26.637,0,2.7,0,29.029,4.5,5.248,1.36,3.859,0
1.82065E+13,101,805,18,271,6,0,44:40.6,44:40.1,-46.9,-28.3,47.5,-26.4,Ground,114928,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.6,295.403,8.616,37.559,121.39,32.5,6,0,1,1,0.286,0.374,6.882,321.849,1.225,40.195,116.711,44.003,6,0,0,1,0.416,0.391,2.588,5.994,0.66,26.578,0.007,26.637,3,0,0,0,0.414,0.387,97.5,26.4,2.5,26.518,0,0.2,0,-0.119,0.1,0.224,-0.04,-5.59,0
1.82065E+13,101,811,18,,,0,44:42.1,44:41.3,-40.1,-20.9,36,-20.6,Pass,114958,1.82065E+13,TRUE,,,,unsuccessful,TRUE,0.274,243,0,,0,0,,,,,,,,,,,,,,0.873,0.47,28.57,7.1,14.21,0.52,154.41,1,0.2,0,2,8.066,270.512,5.207,36.715,137.399,20.725,6,0,2,1,0.317,0.374,6.773,322.97,1.221,38.011,130.649,44.003,6,0,1,1,0.395,0.369,2.31,4.881,0.84,26.021,0.934,26.637,3,0,1,0,0.368,0.387,86,20.6,14,24.907,0,11.5,0,-1.611,5.8,12.88,1.2,10.733,1
1.82065E+13,101,249,6,243,6,0,44:47.2,44:47.6,-27.2,-34,-25.7,-34.2,Pass,115117,1.82065E+13,FALSE,-22.6,-28.01,115135,successfullyComplete,FALSE,0.115,807,0.136,814,1,0,,,,,,,,,,,,,,0,1.56,50,1.57,9.82,1.57,48.63,0,0.08,0,1,6.8,239.654,10.068,54.022,502.19,13.884,6,1,1,2,0.352,0.356,7.294,345.202,13.366,65.775,391.343,58.929,6,1,0,1,0.311,0.395,2.886,8.225,5.955,92.729,186.716,102.391,1,0,0,1,0.058,0.368,24.3,34.2,75.7,83.067,0,10.3,0,7.974,13.6,17.06,6.36,2.682,0
1.82065E+13,101,243,6,271,6,0,44:48.5,44:49.3,-20.8,-21.6,-24.4,-28.1,Pass,115158,1.82065E+13,FALSE,-29.51,-27.27,115168,successfullyComplete,FALSE,0.507,814,0.953,805,1,0,,,,,,,,,,,,,,0.939,0.93,46.43,1.84,5.81,2.67,169.58,0,1,0,2,6.554,228.939,9.419,55.984,510.392,13.884,7,1,1,2,0.364,0.356,6.917,322.676,11.9,67.494,359.086,58.929,7,1,0,1,0.335,0.395,2.104,6.074,4,81.298,6.256,83.067,2,0,0,1,0.311,0.368,25.6,28.1,74.4,79.53,0,1.3,0,-3.537,6.1,6.237,1.64,3.803,0
1.82065E+13,101,271,6,,,0,44:49.5,44:52.6,-31.2,-23.3,-29.7,-26.4,OtherBallAction,115242,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,6.398,229.424,8.986,57.982,527.031,13.884,7,1,1,1,0.338,0.395,7.911,368.739,10.951,69.324,344.32,58.929,7,1,0,1,0.298,0.276,3.787,5.706,3.787,82.185,5.487,83.067,2,0,0,0,0.207,0,20.3,26.4,79.7,83.959,0,5.3,0,4.429,1.7,5.566,3.36,1.657,0
1.82065E+13,101,805,18,811,18,0,44:51.9,44:52.5,-34.6,-25.5,30.1,-27.1,Pass,115238,1.82065E+13,FALSE,-31,-24.05,115250,successfullyComplete,TRUE,1.757,271,0.345,271,0,0,,,,,,,,,,,,,,0.987,1.4,50,2.56,2.83,0.59,71.69,0,2.32,0,1,6.1,220.448,1.05,37.462,114.393,44.003,6,0,1,1,0.565,0.338,7.335,345.016,0.826,31.318,68.994,44.905,3,0,1,0,0.572,0.298,2.802,7.678,-0.15,33.622,0,33.622,0,0,0,0,1.757,0.207,80.1,27.1,19.9,33.622,0,0.4,0,17.58,0.7,0.806,-0.15,-5.375,0
1.82065E+13,101,805,18,271,6,0,44:51.1,44:51.2,-31.5,-24.2,29.7,-26.9,Ground,115206,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5.78,212.796,0.791,37.044,101.667,44.003,6,0,1,1,0.503,0.338,6.42,305.489,0.594,34.172,89.034,48.912,3,0,1,0,0.485,0.298,1.855,7.377,-0.077,30.743,25.545,24.907,0,0,1,0,0.677,0.207,79.7,26.9,20.3,33.7,0,0.4,0,0.078,0.2,0.447,-1.28,-0.349,0
1.82065E+13,101,811,18,810,18,0,44:54.5,44:54.9,-30.6,-18.2,29.5,-17.9,Pass,115299,1.82065E+13,FALSE,24.93,-29.64,115401,successfullyComplete,TRUE,0.331,268,0.303,244,6,3,,,,,,,,,,,,,,0.634,0.16,0,3.64,22.18,2.9,171.44,0,2.28,0,5,5.694,203.72,1.084,36.062,100.032,44.003,12,3,1,1,0.485,0.338,2.462,5.221,0.802,28.767,14.961,26.637,9,3,1,0,0.532,0.321,2.275,7.775,0.763,31.512,13.851,33.622,6,3,0,0,0.696,0.207,79.5,17.9,20.5,27.215,0,0.2,0,-6.485,9,9.002,3.72,2.42,0
1.82065E+13,101,810,18,257,6,0,45:01.3,45:01.8,41.3,-24,-38.2,-27.8,Cross,115472,1.82065E+13,TRUE,,,,unsuccessful,TRUE,0.328,244,0,,0,0,,,,,,,,,,,,,awayFromGoal,,,,,,,,,,,,5.54,202.71,1.615,41.19,379.371,44.003,12,3,2,1,0.471,0.364,2.677,7.095,1.676,37.868,592.336,26.637,9,3,2,0,0.503,0.279,3.462,8.36,3.497,51.105,1294.037,33.622,6,3,1,0,0.805,0,11.8,27.8,88.2,92.477,0,67.7,0,65.262,9.9,68.42,6.92,9.887,1
1.82065E+13,101,257,6,243,6,0,45:04.3,45:02.9,40.9,-2.8,41.3,-2.9,Pass,115499,1.82065E+13,FALSE,27.53,-11.34,115558,successfullyComplete,FALSE,0,,0.004,814,3,0,,,,,,,,,,,,,,0.834,0.47,53.57,8.81,26.85,17.51,145.52,1,0.12,0,0,5.362,195.06,8.306,57.645,560.596,51.102,10,1,1,2,0.338,0.471,2.554,6.7,3.578,69.579,1063.608,59.357,10,1,0,2,0.233,0.503,3.907,8.553,1.08,9.171,0,9.171,3,0,0,1,0,0.33,91.3,2.9,8.7,9.171,0,3.1,0,1.648,24.9,25.092,1.08,23.234,0
1.82065E+13,101,243,6,270,6,0,45:05.8,45:05.3,25.7,-14.7,27.4,-11.4,Pass,115559,1.82065E+13,FALSE,35.15,-11.5,115588,successfullyComplete,FALSE,0.008,814,0.48,814,0,0,,,,,,,,,,,,,,0.915,0.78,39.29,8.84,9.18,3.13,2.31,1,0.32,0,2,5.139,195.092,7.909,55.803,634.065,39.725,10,1,1,2,0.296,0.471,2.471,6.623,3.398,63.905,1395.981,102.391,5,0,0,2,0.105,0.503,3.467,9.38,1.74,17.242,130.28,9.171,3,0,0,1,0.004,0.328,77.4,11.4,22.6,25.312,0,13.9,0,16.142,8.5,16.293,2.4,6.789,0
1.82065E+13,101,270,6,,,0,45:06.6,45:06.5,35.5,-13.3,35.3,-11.5,OtherBallAction,115589,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5.074,195.515,7.791,54.299,717.843,35.454,10,1,1,2,0.256,0.471,2.379,6.231,3.083,57.442,1455.711,102.391,5,0,0,2,0.09,0.503,2.898,7.549,1.557,17.716,65.814,9.171,3,0,0,1,0.003,0.328,85.3,11.5,14.7,18.664,0,7.9,0,-6.649,0.1,7.901,1.19,6.639,0
1.82065E+13,101,807,18,249,6,0,45:07.5,45:08.2,19.6,-19.4,-19,-22.6,Air,115631,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,5,195.886,1.621,43.808,427.133,44.003,12,3,2,1,0.432,0.243,2.333,5.817,1.678,42.21,658.565,26.637,9,3,2,0,0.44,0.09,2.656,5.953,4.305,82.542,197.42,92.477,0,0,1,0,0.164,0.003,31,22.6,69,72.607,0,16.3,0,-8.729,11.1,19.721,1.69,11.669,0
1.82065E+13,101,807,18,810,18,0,45:08.9,45:12.1,16.9,-22.9,-30.5,-31.6,Pass,115730,1.82065E+13,FALSE,28.11,-25.94,115755,successfullyComplete,TRUE,0.65,270,0.676,243,2,0,,,,,,,,,,,,,,0.739,1.56,53.57,4.16,7.99,1.39,72.52,0,2.12,0,1,5.065,195.631,1.8,47.091,531.607,44.003,14,3,2,0,0.449,0.224,2.573,5.923,2.475,57.684,869.014,33.622,8,3,1,0,0.511,0.105,2.062,1.385,2.82,79.544,96.233,72.607,2,0,0,0,0.325,0.003,19.5,31.6,80.5,86.48,0,11.5,0,13.873,9,14.603,3.95,3.697,0
1.82065E+13,101,810,18,807,18,0,45:10.5,45:09.5,23.3,-18.2,-25.8,-18.4,Pass,115664,1.82065E+13,FALSE,30.51,-31,115720,successfullyComplete,TRUE,0.299,270,0.53,270,0,0,,,,,,,,,,,,,,0.898,1.09,42.86,4.83,5.55,3.63,95.79,1,0.32,0,1,4.862,197.774,1.409,49.706,603.024,50.195,13,3,2,0,0.43,0.224,1.922,6.383,1.473,50.217,801.086,26.637,11,3,2,0,0.447,0.105,2.084,8.541,2.48,82.391,77.819,92.477,2,0,1,0,0.319,0.003,24.2,18.4,75.8,78.001,0,4.7,0,-8.479,13.2,14.012,-2.64,-5.307,0
1.82065E+13,101,807,18,810,18,0,45:11.4,45:12.1,30.4,-29.1,-30.5,-31.6,Pass,115730,1.82065E+13,FALSE,28.11,-25.94,115755,successfullyComplete,TRUE,0.65,270,0.676,243,2,0,,,,,,,,,,,,,,0.949,1.56,53.57,4.16,7.99,1.39,72.52,0,2.12,0,1,4.947,197.187,1.572,52.497,707.259,48.912,13,3,2,0,0.435,0.224,2.206,6.957,1.856,63.823,755.085,33.622,10,3,1,0,0.502,0.105,1.473,4.259,1.41,80.892,46.484,72.607,4,0,0,0,0.4,0.003,19.5,31.6,80.5,86.48,0,4.7,0,8.479,13.2,14.012,2.64,5.307,0
1.82065E+13,101,810,18,807,18,0,45:13.7,45:15.0,27.8,-25.8,-27.8,-28,Pass,115802,1.82065E+13,FALSE,25.39,-28.66,115816,successfullyComplete,TRUE,0.847,243,0.58,243,0,0,,,,,,,,,,,,,,0.995,1.56,53.57,3.67,2.48,99.99,44.35,0,2.32,0,0,5.01,196.81,1.693,55.095,774.82,44.905,13,3,2,0,0.459,0.224,2.251,6.49,1.97,65.919,700.231,33.622,10,3,1,0,0.54,0.105,1.73,4.486,1.704,81.251,35.506,72.607,4,0,0,0,0.489,0.004,22.2,28,77.8,82.685,0,2.7,0,-3.795,3.6,4.5,2.88,1.563,0
1.82065E+13,101,807,18,811,18,0,45:16.2,45:17.1,20.5,-24.5,-22,-25.5,Pass,115854,1.82065E+13,FALSE,16.35,-24.86,115880,successfullyComplete,TRUE,1.312,243,0.34,243,0,0,,,,,,,,,,,,,,0.974,0.93,53.57,7.2,6.65,14.09,22.09,0,2,0,0,5.022,196.727,1.718,57.516,797.578,26.637,13,3,2,0,0.56,0.224,2.24,6.06,1.981,66.965,633.376,33.622,10,3,1,0,0.617,0.105,1.767,5.258,1.767,80.439,32.355,72.607,4,0,0,0,0.626,0,28,25.5,72,76.382,0,5.8,0,-6.303,2.5,6.316,2.08,3.036,0
1.82065E+13,101,811,18,805,18,0,45:18.8,45:19.0,14.4,-29.1,-15.4,-25.7,Pass,115900,1.82065E+13,FALSE,0.68,-21.6,115937,successfullyComplete,TRUE,0.099,243,0,,0,0,,,,,,,,,,,,,,0.998,1.4,50,13.75,15.8,5.57,14.56,0,1.12,0,1,5.101,196.043,1.727,58.427,747.842,26.637,13,3,2,0,0.527,0.205,1.958,4.853,1.969,67.265,571.031,33.622,10,3,1,0,0.57,0.103,1.793,5.258,1.793,80.05,40.593,86.48,4,0,0,0,0.643,0,34.6,25.7,65.4,70.268,0,6.6,0,-6.114,0.2,6.603,1.85,3.569,0
1.82065E+13,101,805,18,816,18,0,45:22.3,45:22.2,1,-20,-0.7,-17.4,Pass,115981,1.82065E+13,FALSE,3.8,20.4,116036,successfullyComplete,TRUE,0,,0,,0,0,,,,,,,,,,,,,,0.994,0.93,35.71,16.97,30.48,5.33,94.93,0,2.08,0,1,5.029,188.334,1.828,58.106,695.976,26.637,13,3,2,0,0.492,0.205,2.281,4.45,2.38,69.075,473.434,33.622,10,3,1,0,0.57,0.002,2.512,0.43,2.512,70.735,156.144,82.685,0,0,0,0,0.564,0,49.3,17.4,50.7,53.603,0,14.7,0,-16.666,8.3,16.881,3.24,5.21,0
1.82065E+13,101,816,18,802,18,0,45:27.3,45:28.1,11.6,31.4,-11.3,31.7,Pass,116129,1.82065E+13,FALSE,17.79,29.44,116147,successfullyComplete,TRUE,0.455,252,0.732,247,1,0,,,,,,,,,,,,,,0.979,1.24,46.43,2.48,11.07,2.19,156.31,0,4,0,1,2.43,5.174,2.083,58.787,657.011,26.637,14,3,2,0,0.489,0.222,2.553,5.447,2.852,76.8,125.385,92.477,5,0,1,0,0.464,0.003,3.667,4.257,3.667,64.294,86.126,70.268,1,0,0,0,0.185,0,38.7,31.7,61.3,69.011,1,10.6,1,15.409,49.1,50.231,5.91,8.499,0
1.82065E+13,101,802,18,799,18,0,45:30.3,45:29.0,17.2,28.3,-18.2,29.3,Pass,116150,1.82065E+13,FALSE,-5.02,16.17,116198,successfullyComplete,TRUE,0.77,247,0,,0,0,,,,,,,,,,,,,,0.982,1.09,46.43,18.29,27.91,0.65,37.27,1,0.2,0,3,2.369,5.063,2.011,59.695,629.972,26.637,14,3,2,0,0.506,0.222,2.431,5.235,2.67,76.566,113.448,92.477,5,0,1,0,0.492,0.003,3.333,6.407,3.333,65.614,115.004,53.603,1,0,0,0,0.408,0,31.8,29.3,68.2,74.228,1,6.9,0,5.216,2.4,7.305,0.85,8.595,0
